name,longitude,latitude
obs_94,-93.07820,36.43066
obs_95,-84.98865,19.23260
obs_96,-105.43125,45.40825
obs_97,-86.65244,19.35681
obs_98,-92.83717,37.08774
obs_99,-88.14820,37.80236
obs_100,-80.18178,19.72031
obs_101,-122.60194,46.35359
obs_102,-104.80559,45.34232
obs_103,-121.93813,47.22119
obs_104,-104.98917,33.03201
obs_105,-89.84548,19.29962
obs_106,-84.64734,18.85541
obs_107,-107.05506,31.04507
obs_108,-102.40398,43.83622
obs_109,-87.14085,21.69927
obs_110,-100.42137,39.12714
obs_111,-122.23206,43.29049
obs_112,-85.16131,22.55306
obs_113,-104.86943,42.72238
obs_114,-92.18008,37.67771
obs_115,-83.13302,38.86377
obs_116,-116.50466,40.92586
obs_117,-105.91782,33.05460
obs_118,-86.94494,18.12038
obs_119,-121.12144,44.54063
obs_120,-106.81700,32.74073
obs_121,-81.86944,36.62173
obs_122,-120.03289,43.26593
obs_123,-87.89448,23.45079
obs_124,-122.50877,44.16574
obs_125,-106.77773,31.67346
obs_126,-87.50276,19.60912
obs_127,-121.55072,44.22894
obs_128,-121.41680,41.88827
obs_129,-120.96928,46.15461
obs_130,-101.68782,44.47760
obs_131,-83.57855,36.29132
obs_132,-105.48295,30.11773
obs_133,-118.33222,44.64650
obs_134,-85.51895,37.43359
obs_135,-81.61932,36.10951
obs_136,-104.18651,31.11321
obs_137,-106.82407,41.78499
obs_138,-83.16197,37.34591
obs_139,-92.54397,38.08873
obs_140,-105.64347,31.24724
obs_141,-85.32381,35.52826
obs_142,-120.34912,44.13016
obs_143,-118.75264,43.71448
obs_144,-99.79968,43.78757
obs_145,-103.15767,44.47142
obs_146,-90.74025,33.85263
obs_147,-106.64021,28.78290
obs_148,-93.02249,37.58684
obs_149,-87.18656,36.87396
obs_150,-85.85234,18.84289
obs_151,-82.21095,35.12630
obs_152,-86.61205,22.34156
obs_153,-83.60527,37.78019
obs_154,-84.56788,38.68910
obs_155,-104.96587,31.38055
obs_156,-103.22361,44.38004
obs_157,-88.56040,19.98272
obs_158,-90.44518,36.51079
obs_159,-117.85261,46.09044
obs_160,-118.95766,42.60470
obs_161,-109.20655,34.16538
obs_162,-84.78618,38.03317
obs_163,-103.64918,42.41902
obs_164,-84.02853,37.72196
obs_165,-102.41801,44.07392
obs_166,-122.38433,44.47660
obs_167,-93.58531,38.94989
obs_168,-104.39441,41.87010
obs_169,-105.16417,34.92726
obs_170,-87.99453,18.19569
obs_171,-90.69127,38.95950
obs_172,-103.28251,33.61493
obs_173,-94.69966,36.09572
obs_174,-106.45779,31.00308
obs_175,-120.39903,45.55152
obs_176,-84.16264,36.96346
obs_177,-88.53735,20.27156
obs_178,-80.47866,37.99403
obs_179,-89.74575,18.65773
obs_180,-103.48848,34.49090
obs_181,-92.08746,39.06086
obs_182,-87.93249,21.80592
obs_183,-102.59436,43.72141
obs_184,-101.44283,42.17110
obs_185,-106.03155,34.12933
obs_186,-108.61748,31.29952
obs_187,-105.50373,31.86654
obs_188,-104.77210,43.72155
obs_189,-106.80093,42.88731
obs_190,-95.48910,37.78234
obs_191,-122.99267,44.53917
obs_192,-92.04677,34.28702
obs_193,-123.06004,44.99178
obs_194,-86.84291,21.69932
obs_195,-87.69546,21.71488
obs_196,-87.31677,20.62393
obs_197,-87.89152,18.83998
obs_198,-88.72420,21.57149
obs_199,-118.37480,43.15839
obs_200,-101.68302,43.67875
obs_201,-108.56446,28.63570
obs_202,-119.39853,43.28929
obs_203,-88.00094,21.12646
obs_204,-89.32289,35.20698
obs_205,-83.86278,38.44271
obs_206,-103.95903,45.41149
obs_207,-87.83205,20.44192
obs_208,-83.22391,36.70448
obs_209,-80.99752,37.74278
obs_210,-92.97032,35.85784
obs_211,-106.22393,29.94851
obs_212,-105.03072,44.32144
obs_213,-105.50804,45.01697
obs_214,-104.31482,43.59154
obs_215,-96.63249,37.12795
obs_216,-86.52871,21.38097
obs_217,-104.36814,45.41047
obs_218,-84.80681,36.53350
obs_219,-82.90583,39.09159
obs_220,-91.70000,34.30562
obs_221,-82.77013,20.92960
obs_222,-88.06276,19.73759
obs_223,-84.95521,20.22672
obs_224,-94.62988,34.64277
obs_225,-103.51679,43.16400
obs_226,-105.46860,41.47358
obs_227,-121.08952,42.93274
obs_228,-84.14850,36.55307
obs_229,-84.84424,36.85262
obs_230,-121.56660,42.33337
obs_231,-86.90548,22.50021
obs_232,-88.66534,35.86706
obs_233,-105.47978,44.47656
obs_234,-85.05453,19.74993
obs_235,-105.38578,32.27649
obs_236,-85.31084,37.60023
obs_237,-93.71217,37.06362
obs_238,-107.04334,32.26318
obs_239,-104.58384,31.57964
obs_240,-85.10436,39.01961
obs_241,-82.26998,37.74729
obs_242,-117.39899,44.38612
obs_243,-103.96387,44.82296
obs_244,-105.88405,41.82757
obs_245,-83.40145,36.42337
obs_246,-96.31471,34.17827
obs_247,-88.54575,21.06457
obs_248,-89.24359,22.20087
obs_249,-104.14827,29.81149
obs_250,-94.12304,38.42398
obs_251,-79.37365,36.87126
obs_252,-83.65763,34.25492
obs_253,-122.79401,45.03715
obs_254,-121.82673,45.08149
obs_255,-84.67280,20.29397
obs_256,-99.27686,41.26147
obs_257,-82.56424,37.09843
obs_258,-119.23881,44.35465
obs_259,-82.85969,19.20875
obs_260,-84.59599,37.02966
obs_261,-105.23730,45.49115
obs_262,-105.14851,32.55306
obs_263,-122.31608,41.90297
obs_264,-86.71632,21.02862
obs_265,-123.91224,43.52734
obs_266,-90.58018,19.44872
obs_267,-86.34639,36.56570
obs_268,-105.90442,31.31514
obs_269,-86.69780,21.18171
obs_270,-106.05243,41.48559
obs_271,-93.55365,37.01137
obs_272,-84.21434,37.29346
obs_273,-108.61267,44.90488
obs_274,-104.90267,33.56984
obs_275,-121.80430,45.05112
obs_276,-106.13121,32.43498
obs_277,-87.40652,20.86624
obs_278,-85.32134,20.82999
obs_279,-89.07571,19.33433
obs_280,-102.73226,32.55771
obs_281,-121.64673,46.55949
obs_282,-103.57426,31.19822
obs_283,-83.27008,39.20655
obs_284,-122.48915,44.83892
obs_285,-92.82176,34.57644
obs_286,-120.41667,44.82573
obs_287,-107.21735,30.64246
obs_288,-90.95396,36.71776
obs_289,-91.81148,34.65886
obs_290,-102.52832,30.99937
obs_291,-83.46787,39.20503
obs_292,-106.06430,32.33179
obs_293,-82.78586,34.91236
obs_294,-80.93453,37.13241
obs_295,-103.28671,45.89437
obs_296,-87.33468,21.81497
obs_297,-102.68917,44.32088
obs_298,-81.77551,37.50144
obs_299,-119.51889,43.78153
obs_300,-119.12521,43.20240
obs_301,-120.58305,42.67735
obs_302,-86.96288,22.93421
obs_303,-103.41872,32.82893
obs_304,-103.60864,29.40618
obs_305,-101.21804,41.59142
obs_306,-84.02047,37.38944
obs_307,-88.27729,18.98017
obs_308,-88.16208,20.93082
obs_309,-88.72911,18.88360
obs_310,-121.96624,41.23037
obs_311,-82.57367,36.04158
obs_312,-122.20351,43.91918
obs_313,-94.89179,35.59823
obs_314,-81.94985,38.42118
obs_315,-106.36354,30.86750
obs_316,-86.98641,22.10253
obs_317,-85.65340,21.44911
obs_318,-88.50913,21.40747
obs_319,-84.32656,35.09981
obs_320,-101.56411,43.04188
obs_321,-90.10455,36.73676
obs_322,-104.71222,44.46107
obs_323,-84.69423,40.54340
obs_324,-92.88696,37.12794
obs_325,-90.84292,34.00097
obs_326,-83.92697,34.37149
obs_327,-120.97951,44.40852
obs_328,-82.56551,36.05674
obs_329,-84.69989,39.23307
obs_330,-86.13492,36.19057
obs_331,-84.03123,37.49501
obs_332,-121.48849,42.07771
obs_333,-103.60491,32.63424
obs_334,-83.79314,38.89045
obs_335,-117.35939,44.76617
obs_336,-107.25122,31.45414
obs_337,-120.99236,44.01312
obs_338,-83.61635,37.36859
obs_339,-85.53112,37.45607
obs_340,-119.57419,42.45726
obs_341,-106.19865,31.55799
obs_342,-91.63957,36.49482
obs_343,-88.77482,21.55242
obs_344,-87.05988,35.21482
obs_345,-106.19790,44.08094
obs_346,-122.41448,44.25019
obs_347,-106.71751,44.83399
obs_348,-123.25193,44.30871
obs_349,-84.80710,36.41610
obs_350,-126.04951,42.68427
obs_351,-89.74685,36.78487
obs_352,-85.48668,21.41852
obs_353,-107.91581,43.62282
obs_354,-88.98016,33.86284
obs_355,-104.74336,45.52084
obs_356,-119.70880,43.17896
obs_357,-104.21535,42.83448
obs_358,-105.45392,40.94132
obs_359,-119.31904,43.73758
obs_360,-102.77179,34.26960
obs_361,-90.27735,37.80243
obs_362,-84.51996,36.75110
obs_363,-91.21372,35.77840
obs_364,-91.90848,36.82627
obs_365,-87.27020,20.37976
obs_366,-104.81695,48.15076
obs_367,-92.02627,33.90602
obs_368,-85.54598,21.89698
obs_369,-107.52221,33.19882
obs_370,-117.58198,40.31596
obs_371,-102.92608,44.11331
obs_372,-120.21347,43.91009
obs_373,-104.62766,42.87229
obs_374,-82.19268,37.59801
obs_375,-121.55345,44.27422
obs_376,-122.82056,43.59285
obs_377,-87.99924,21.37240
obs_378,-102.53323,42.38396
obs_379,-89.30752,37.26376
obs_380,-119.82185,44.00361
obs_381,-104.35413,43.98894
obs_382,-86.51775,37.42484
obs_383,-118.90452,44.01293
obs_384,-89.78376,22.44945
obs_385,-107.51787,43.03893
obs_386,-109.11265,33.17591
obs_387,-80.92803,36.75621
obs_388,-120.67118,41.88334
obs_389,-121.64403,41.96123
obs_390,-91.87196,38.22027
obs_391,-104.71207,32.03733
obs_392,-89.24974,21.76655
obs_393,-121.59584,43.15452
obs_394,-105.24405,41.92043
obs_395,-84.44268,37.27280
obs_396,-87.22900,37.66321
obs_397,-86.48716,35.38334
obs_398,-91.51010,37.27106
obs_399,-85.24435,35.97786
obs_400,-108.30536,43.71342
obs_401,-103.67873,46.37566
obs_402,-121.78017,45.10231
obs_403,-124.03442,46.24845
obs_404,-80.65257,38.53577
obs_405,-107.78820,45.48329
obs_406,-107.41474,41.50056
obs_407,-118.87557,44.40848
obs_408,-85.59970,19.56948
obs_409,-85.64351,35.54797
obs_410,-106.20220,32.41995
obs_411,-117.45121,43.56386
obs_412,-89.25129,20.42714
obs_413,-89.33930,19.56956
obs_414,-105.71074,31.34920
obs_415,-107.00841,44.89114
obs_416,-104.46567,42.17905
obs_417,-107.65495,43.82185
obs_418,-104.64661,45.04824
obs_419,-89.13655,19.58607
obs_420,-83.78637,37.65777
obs_421,-104.24079,30.03160
obs_422,-107.29769,43.66200
obs_423,-88.97484,36.82508
obs_424,-108.03166,32.21679
obs_425,-102.30868,42.92095
obs_426,-89.08720,20.61442
obs_427,-106.38886,32.90787
obs_428,-88.99630,20.22233
obs_429,-83.01036,37.92895
obs_430,-122.73026,48.89000
obs_431,-106.46423,35.66364
obs_432,-84.31566,18.82820
obs_433,-82.10025,19.24762
obs_434,-84.18915,35.94538
obs_435,-107.33746,32.86891
obs_436,-104.48224,45.15085
obs_437,-122.86097,43.68473
obs_438,-91.36908,34.70436
obs_439,-85.41730,38.57057
obs_440,-88.33379,22.02004
obs_441,-90.23269,19.29345
obs_442,-111.32247,31.86242
obs_443,-94.96841,36.38281
obs_444,-87.44589,19.22520
obs_445,-92.39811,34.91148
obs_446,-92.54960,37.65904
obs_447,-122.25492,45.05533
obs_448,-104.21745,31.82396
obs_449,-93.62575,37.28935
obs_450,-105.95643,34.71364
obs_451,-84.50414,38.52302
obs_452,-91.45149,35.04744
obs_453,-103.43445,42.64717
obs_454,-90.42872,35.78889
obs_455,-88.43806,17.45222
obs_456,-83.13443,20.43578
obs_457,-84.99741,37.44572
obs_458,-121.18789,44.70597
obs_459,-90.07038,35.66049
obs_460,-102.84267,32.64818
obs_461,-105.02391,32.26112
obs_462,-123.60015,42.24157
obs_463,-108.91850,43.90058
obs_464,-121.29449,45.97984
obs_465,-89.75244,21.23358
obs_466,-124.51150,42.56697
obs_467,-104.30907,31.89794
obs_468,-123.20625,42.44492
obs_469,-88.68788,18.91256
obs_470,-88.63600,20.63946
obs_471,-109.99426,33.19809
obs_472,-108.11261,31.50536
obs_473,-105.82354,31.35399
obs_474,-82.03503,37.13817
obs_475,-106.18846,29.68375
obs_476,-106.34406,30.94488
obs_477,-94.58721,37.16759
obs_478,-103.26661,44.28324
obs_479,-120.24085,43.60831
obs_480,-104.83632,43.61529
obs_481,-94.46426,34.38355
obs_482,-123.65645,42.21912
obs_483,-109.18628,32.76191
obs_484,-118.70285,45.95394
obs_485,-83.38757,35.50425
obs_486,-121.90522,43.27509
obs_487,-94.42638,38.04104
obs_488,-92.31182,36.78471
obs_489,-106.96227,43.48227
obs_490,-108.68502,30.52047
obs_491,-105.24842,43.08276
obs_492,-104.43053,29.79090
obs_493,-84.12962,36.66527
obs_494,-83.74723,39.98703
obs_495,-85.55029,34.66347
obs_496,-109.45096,44.39265
obs_497,-93.60267,35.64188
obs_498,-103.66650,41.88109
obs_499,-105.05256,43.14159
obs_500,-86.62201,19.59941
obs_501,-79.21116,36.27326
obs_502,-102.02383,44.52911
obs_503,-85.16733,19.19934
obs_504,-123.01494,44.69552
obs_505,-80.93674,35.98858
obs_506,-88.99401,22.98801
obs_507,-101.73416,32.78118
obs_508,-84.42557,36.87567
obs_509,-91.58303,18.68784
obs_510,-86.75100,21.45821
obs_511,-105.44108,29.16512
obs_512,-85.67148,21.74507
obs_513,-120.56303,42.83105
obs_514,-81.99601,36.26240
obs_515,-103.87211,33.32077
obs_516,-94.31537,37.53955
obs_517,-123.86728,42.77959
obs_518,-83.79700,37.72580
obs_519,-122.29502,44.37678
obs_520,-90.87570,38.06262
obs_521,-85.37488,36.96218
obs_522,-93.25504,35.57999
obs_523,-107.87350,31.53411
obs_524,-106.05373,32.22110
obs_525,-105.04502,31.97230
obs_526,-104.02974,32.64014
obs_527,-81.99246,37.10528
obs_528,-86.78598,19.54067
obs_529,-120.28092,46.38725
obs_530,-104.87916,34.08523
obs_531,-84.04069,19.99808
obs_532,-105.68238,42.20506
obs_533,-106.98875,43.38712
obs_534,-83.63768,39.32388
obs_535,-102.10835,44.52487
obs_536,-93.90502,35.90900
obs_537,-88.53409,19.55617
obs_538,-87.02002,36.39519
obs_539,-91.11323,36.76825
obs_540,-90.02555,19.96073
obs_541,-124.02356,46.08808
obs_542,-102.34250,42.98849
obs_543,-88.88766,20.71781
obs_544,-103.12827,33.74659
obs_545,-123.35524,42.95415
obs_546,-90.10061,20.07002
obs_547,-105.25299,32.43403
obs_548,-104.99336,44.06812
obs_549,-119.72228,43.54943
obs_550,-87.02089,38.43085
obs_551,-90.27539,37.39725
obs_552,-82.96380,37.52623
obs_553,-102.60484,44.43482
obs_554,-105.82718,33.29106
obs_555,-88.75251,19.33035
obs_556,-124.39663,43.45384
obs_557,-82.72313,36.79325
obs_558,-84.63800,35.62169
obs_559,-96.26925,36.03395
obs_560,-107.34337,44.48261
obs_561,-91.57039,34.47818
obs_562,-95.17795,36.24613
obs_563,-105.71747,45.35186
obs_564,-105.31246,42.29617
obs_565,-86.54497,20.25789
obs_566,-83.88022,36.19633
obs_567,-83.12353,34.32366
obs_568,-119.80711,44.77683
obs_569,-123.51506,44.17584
obs_570,-123.48677,43.66045
obs_571,-82.47563,38.76745
obs_572,-81.45969,35.90481
obs_573,-119.69553,43.55485
obs_574,-108.01963,31.31907
obs_575,-125.16697,42.51285
obs_576,-85.81472,20.67458
obs_577,-92.87158,36.37873
obs_578,-94.72830,36.00300
obs_579,-89.42057,20.38700
obs_580,-120.48509,42.10778
obs_581,-85.28739,38.24287
obs_582,-92.78746,36.32294
obs_583,-121.07462,43.66663
obs_584,-124.70591,44.38449
obs_585,-84.76832,35.46866
obs_586,-90.58700,36.20260
obs_587,-83.27462,36.85516
obs_588,-91.75654,34.83405
obs_589,-105.20841,30.12691
obs_590,-85.48292,37.48757
obs_591,-119.05592,43.70097
obs_592,-106.46693,33.36345
obs_593,-85.55149,38.16549
obs_594,-93.19602,35.43842
obs_595,-106.95857,33.73244
obs_596,-102.47345,42.21693
obs_597,-93.83057,37.76229
obs_598,-84.03906,37.16564
obs_599,-103.49779,44.45027
obs_600,-84.80411,36.95388
obs_601,-85.10363,37.71330
obs_602,-86.06666,35.97928
obs_603,-105.36711,32.89344
obs_604,-85.74305,22.01396
obs_605,-92.30077,36.42606
obs_606,-91.07557,37.63183
obs_607,-90.59619,38.56052
obs_608,-101.34173,43.37131
obs_609,-118.82841,45.49653
obs_610,-82.49511,38.56913
obs_611,-91.92879,38.51501
obs_612,-86.55762,22.96580
obs_613,-106.16052,31.57931
obs_614,-122.99419,44.08226
obs_615,-85.93629,38.18836
obs_616,-90.03834,34.08789
obs_617,-91.73237,36.67943
obs_618,-109.55694,32.14567
obs_619,-103.12384,45.27875
obs_620,-107.16682,31.94455
obs_621,-95.52385,38.13876
obs_622,-105.66465,32.25156
obs_623,-83.33833,36.45799
obs_624,-96.56407,33.79155
obs_625,-103.79927,33.65783
obs_626,-83.42126,20.89746
obs_627,-90.71696,35.75901
obs_628,-105.24660,30.48784
obs_629,-80.21759,36.87118
obs_630,-94.31680,36.00227
obs_631,-83.21031,36.75567
obs_632,-83.32721,36.82001
obs_633,-83.32196,38.41996
obs_634,-84.35588,20.72715
obs_635,-104.49008,32.82980
obs_636,-87.54662,19.85298
obs_637,-85.62322,20.56507
obs_638,-82.81725,36.78035
obs_639,-104.99597,32.53267
obs_640,-87.72842,17.80146
obs_641,-101.83155,46.44685
obs_642,-82.94738,38.16795
obs_643,-82.50798,37.69608
obs_644,-102.82613,32.07339
obs_645,-119.13358,45.97199
obs_646,-119.87066,44.66038
obs_647,-93.38714,35.93409
obs_648,-92.79909,37.24409
obs_649,-106.85481,43.55963
obs_650,-89.44854,19.63921
obs_651,-104.73695,43.50898
obs_652,-102.51860,43.54198
obs_653,-92.85697,36.99154
obs_654,-123.79738,42.94550
obs_655,-90.82103,36.87121
obs_656,-108.01571,34.31295
obs_657,-85.29104,35.22310
obs_658,-84.70548,36.54458
obs_659,-105.56867,30.40274
obs_660,-86.46957,23.17508
obs_661,-93.96120,36.66992
obs_662,-85.96898,20.26725
obs_663,-103.50632,31.10222
obs_664,-94.93225,36.56148
obs_665,-94.17502,37.22880
obs_666,-81.72890,38.55874
obs_667,-104.69148,30.06367
obs_668,-89.39559,35.98833
obs_669,-122.37429,41.79699
obs_670,-94.77263,35.86188
obs_671,-91.67530,36.86765
obs_672,-103.51815,43.58971
obs_673,-121.24543,45.19595
obs_674,-85.44756,37.83661
obs_675,-81.77794,36.43427
obs_676,-84.47485,21.66409
obs_677,-92.39480,39.06215
obs_678,-120.06528,43.85772
obs_679,-85.23784,39.82418
obs_680,-88.67118,19.54868
obs_681,-105.66245,42.59986
obs_682,-91.17667,34.15950
obs_683,-104.11411,44.05755
obs_684,-104.78589,31.84298
obs_685,-86.24983,19.38660
obs_686,-104.83573,42.07655
obs_687,-108.84930,31.74725
obs_688,-94.58307,37.14595
obs_689,-83.56150,38.11124
obs_690,-98.61216,45.30190
obs_691,-89.20906,21.90312
obs_692,-103.37600,42.88453
obs_693,-124.45354,42.59738
obs_694,-87.58652,22.02269
obs_695,-92.86830,37.37131
obs_696,-94.04074,36.63754
obs_697,-104.76792,33.84632
obs_698,-91.49434,35.76919
obs_699,-122.13276,45.27245
obs_700,-86.44338,36.84334
obs_701,-106.48982,32.30933
obs_702,-82.45697,39.69200
obs_703,-91.27694,36.94203
obs_704,-120.76506,44.45562
obs_705,-104.94103,32.83561
obs_706,-105.29670,32.57256
obs_707,-95.13345,36.76651
obs_708,-82.47272,36.95194
obs_709,-106.50484,32.32491
obs_710,-86.99583,19.88629
obs_711,-122.26181,45.29497
obs_712,-102.56217,45.41563
obs_713,-104.49766,33.05776
obs_714,-104.68927,44.40462
obs_715,-89.40926,20.98419
obs_716,-91.27373,37.92873
obs_717,-121.01684,47.18992
obs_718,-107.36939,40.51743
obs_719,-103.00413,43.41849
obs_720,-90.06128,34.85286
obs_721,-123.88381,44.93948
obs_722,-86.20712,19.61741
obs_723,-83.27683,36.70927
obs_724,-105.12390,31.31645
obs_725,-103.82904,42.75003
obs_726,-92.83874,35.92702
obs_727,-108.30262,32.59701
obs_728,-106.16863,43.19151
obs_729,-106.16617,31.91922
obs_730,-86.56091,20.40935
obs_731,-87.12431,19.57757
obs_732,-91.05426,22.74949
obs_733,-106.91213,32.94064
obs_734,-106.44464,33.73099
obs_735,-101.63967,44.07081
obs_736,-103.98241,32.83955
obs_737,-122.54002,43.50116
obs_738,-82.56617,36.51241
obs_739,-103.56184,43.83078
obs_740,-104.91216,44.03047
obs_741,-82.24142,34.86967
obs_742,-90.14359,22.64944
obs_743,-83.14398,36.82071
obs_744,-104.22554,31.43836
obs_745,-86.64220,20.46936
obs_746,-103.38180,41.26586
obs_747,-121.35156,46.73758
obs_748,-122.15649,43.47188
obs_749,-104.30823,30.99689
obs_750,-102.78208,45.17112
obs_751,-90.71886,37.91581
obs_752,-90.59303,23.64530
obs_753,-89.35256,19.86495
obs_754,-89.19442,20.74415
obs_755,-93.38884,37.03805
obs_756,-82.52846,21.79365
obs_757,-87.86648,21.85803
obs_758,-102.52848,44.45031
obs_759,-85.60048,37.20300
obs_760,-89.11909,16.26901
obs_761,-86.22972,38.83393
obs_762,-84.84448,19.43989
obs_763,-84.06317,22.48676
obs_764,-122.35325,44.69842
obs_765,-105.66442,33.75948
obs_766,-92.60769,37.00133
obs_767,-81.97664,42.14531
obs_768,-83.15723,37.16035
obs_769,-106.54237,45.59463
obs_770,-82.46003,36.67155
obs_771,-88.53704,35.77130
obs_772,-121.79213,44.29498
obs_773,-92.12531,35.84121
obs_774,-87.64874,22.00129
obs_775,-79.64919,36.12188
obs_776,-87.21325,20.53647
obs_777,-119.01926,44.52950
obs_778,-85.21225,19.48807
obs_779,-119.05549,44.19999
obs_780,-105.05672,44.30911
obs_781,-101.83260,47.28282
obs_782,-106.11507,30.98231
obs_783,-85.85717,18.35428
obs_784,-83.95251,37.20895
obs_785,-86.81817,40.17708
obs_786,-122.29218,45.28440
obs_787,-82.94983,37.30204
obs_788,-106.32259,30.65628
obs_789,-93.75308,34.52502
obs_790,-85.30867,36.46335
obs_791,-106.17072,42.26472
obs_792,-83.34493,19.44174
obs_793,-125.07323,44.09207
obs_794,-84.63654,38.24415
obs_795,-122.28427,44.16408
obs_796,-102.31815,31.33497
obs_797,-88.90936,20.49117
obs_798,-93.62967,36.44092
obs_799,-93.56690,36.83518
obs_800,-92.23487,35.78976
obs_801,-83.66770,37.86866
obs_802,-105.28496,44.17088
obs_803,-119.37396,43.01389
obs_804,-92.58745,34.92912
obs_805,-119.82344,44.28554
obs_806,-82.73020,36.55325
obs_807,-94.21977,34.30827
obs_808,-84.63258,36.71329
obs_809,-96.29618,34.77910
obs_810,-83.01435,36.10552
obs_811,-89.71477,20.92078
obs_812,-90.78483,22.31075
obs_813,-86.97103,34.10866
obs_814,-84.10598,38.51324
obs_815,-90.44988,37.08128
obs_816,-85.07831,36.92964
obs_817,-82.65456,36.62651
obs_818,-99.68032,43.79714
obs_819,-106.63260,34.81158
obs_820,-119.44798,43.39101
obs_821,-92.86535,37.86894
obs_822,-96.86111,39.25098
obs_823,-80.20933,35.90900
obs_824,-95.93108,36.98185
obs_825,-121.19343,41.35388
obs_826,-105.45401,31.70063
obs_827,-107.63404,31.95050
obs_828,-81.13050,36.06184
obs_829,-91.39340,36.52774
obs_830,-85.52293,20.37547
obs_831,-104.33455,41.76045
obs_832,-105.06387,35.38807
obs_833,-105.11985,32.71567
obs_834,-121.04822,43.91509
obs_835,-121.86176,44.61257
obs_836,-120.21620,42.42125
obs_837,-120.11629,41.22305
obs_838,-99.43200,42.47921
obs_839,-119.38375,43.74451
obs_840,-98.26712,34.21981
obs_841,-120.61487,43.57225
obs_842,-90.29217,21.71853
obs_843,-104.99184,30.01139
obs_844,-90.82733,21.96530
obs_845,-89.18164,35.67017
obs_846,-104.38589,30.71838
obs_847,-89.55382,35.96035
obs_848,-84.70478,39.35380
obs_849,-85.42111,19.43135
obs_850,-85.53648,37.68113
obs_851,-90.35977,37.77854
obs_852,-104.94790,44.76725
obs_853,-107.59994,43.28759
obs_854,-102.65539,43.19965
obs_855,-84.63334,36.17226
obs_856,-84.84027,18.46586
obs_857,-90.09208,36.23974
obs_858,-89.86732,38.66551
obs_859,-93.55880,38.49367
obs_860,-108.59028,32.89683
obs_861,-119.32543,45.19885
obs_862,-95.20598,35.97031
obs_863,-85.24116,19.98097
obs_864,-119.73361,44.90029
obs_865,-87.86202,20.02431
obs_866,-105.69434,45.92782
obs_867,-106.15413,33.09969
obs_868,-85.74110,37.42555
obs_869,-89.34915,20.30100
obs_870,-90.70470,20.69627
obs_871,-121.67730,45.33783
obs_872,-105.13192,32.34913
obs_873,-94.60554,36.60532
